,Author,Title,label
4628,"G. Riedner, O. Hoffmann, M. Rusizoka, D. Mmbando, L. Maboko, H. Grosskurth, J. Todd, R. Hayes and M. Hoelscher","Decline in sexually transmitted infection prevalence and HIV incidence in female barworkers attending prevention and care services in Mbeya Region, Tanzania",0
4629,"S. Rosen, J. R. Vincent, W. MacLeod, M. Fox and D. M. Thea",The cost of HIV/AIDS to businesses in southern Africa,0
4630,"K. Rou, Z. Wu, S. G. Sullivan, F. Li, J. Guan, C. Xu, W. Liu, D. Liu and Y. Yin",A five-city trial of a behavioural intervention to reduce sexually transmitted disease/HIV risk among sex workers in China,0
4631,"F. Rouet, N. Elenga, P. Msellati, C. Montcho and I. Viho",Primary HIV-1 infection in African children infected through breastfeeding,0
4632,J. T. Rowley and R. M. Anderson,Modeling the impact and cost-effectiveness of HIV prevention efforts,0
4633,"P. Saiag, M. Pavlovic, T. Clerici, V. Feauveau and J. C. Nicolas",Treatment of early AIDS-related Kaposi's sarcoma with oral all-trans-retinoic acid: results of a sequential non-randomized phase II trial,0
4634,"T. Saidel, A. Bennett, T. Rehle, J. Hogle, T. Brown, R. Magnani, S. Mills and et al.",HIV risk behavioral surveillance: a methodology for monitoring behavioral trends,0
4635,"G. S. Scotland, E. R. van Teijlingen, M. van der Pol and W. C. Smith",A review of studies assessing the costs and consequences of interventions to reduce mother-to-child HIV transmission in sub-Saharan Africa,0
4636,"M. Shah, B. Johns, A. Abimiku and D. G. Walker",Cost-effectiveness of new WHO recommendations for prevention of mother-to-child transmission of HIV in a resource-limited setting,0
4637,"R. L. Shapiro, I. Thior, P. B. Gilbert, S. Lockman, C. Wester, L. M. Smeaton, L. Stevens, S. J. Heymann, T. Ndung'u, S. Gaseitsiwe, V. Novitsky, J. Makhema, S. Lagakos and M. Essex",Maternal single-dose nevirapine versus placebo as part of an antiretroviral strategy to prevent mother-to-child HIV transmission in Botswana,0
4638,"M. Sharma, E. Oppenheimer, T. Saidel, V. Loo and R. Garg",A situation update on HIV epidemics among people who inject drugs and national responses in South-east Asia region,0
4639,D. J. Smith and B. C. Mbakwem,"Life projects and therapeutic itineraries: Marriage, fertility, and antiretroviral therapy in Nigeria",0
4640,P. B. Spiegel,The effects of antiretroviral therapy on HIV prevalence in conflict situations: not yet there [letter],0
4641,"M. D. Sweat, K. R. O'Reilly, G. P. Schmid, J. Denison and I. de Zoysa",Cost-effectiveness of nevirapine to prevent mother-to-child HIV transmission in eight African countries,0
4642,"U. Thisyakorn, M. Khongphatthanayothin, S. Sirivichayakul, C. Rongkavilit, W. Poolcharoen, C. Kunanusont, D. D. Bien and P. Phanuphak",Thai Red Cross zidovudine donation program to prevent vertical transmission of HIV: the effect of the modified ACTG 076 regimen,0
4643,"L. Tian, S. Tang, W. Cao, K. Zhang, V. Li and R. Detels","Evaluation of a web-based intervention for improving HIV/AIDS knowledge in rural Yunnan, China",0
4644,"P. L. Toro, M. Katyal, R. J. Carter, L. Myer, W. M. El- Sadr, D. Nash and E. J. Abrams",Initiation of antiretroviral therapy among pregnant women in resource-limited countries: CD4+ cell count response and program retention,0
4645,"K. K. Venkatesh, G. de Bruyn, M. N. Lurie, L. Mohapi, P. Pronyk, M. Moshabela, E. Marinda, G. E. Gray, E. W. Triche and N. A. Martinson",Decreased sexual risk behavior in the era of HAART among HIV-infected urban and rural South Africans attending primary care clinics,0
4646,"P. Vickerman, A. M. Foss, M. Pickles, K. Deering, S. Verma, E. Demers, C. M. Lowndes, S. Moses, M. Alary and M.-C. Boily",To what extent is the HIV epidemic in southern India driven by commercial sex? A modelling analysis,0
4647,"C. F. Von Reyn, L. Mtei, R. D. Arbeit, R. Waddell, B. Cole, T. MacKenzie, M. Matee, M. Bakari, S. Tvaroha, L. V. Adams, C. R. Horsburgh and K. Pallangyo","Prevention of tuberculosis in Bacille Calmette-Guerin-primed, HIV-infected adults boosted with an inactivated whole-cell mycobacterial vaccine",0
4648,"J. Vos, B. Gumodoka, H. A. Van Asten, Z. A. Berege, W. M. Dolmans and M. W. Borgdorff","Changes in blood transfusion practices after the introduction of consensus guidelines in Mwanza region, Tanzania",0
4649,"R. P. Walensky, M. C. Weinstein, Y. Yazdanpanah, E. Losina, L. M. Mercincavage, Tour_, Siaka, N. Divi, X. Anglaret, S. J. Goldie and K. A. Freedberg",HIV drug resistance surveillance for prioritizing treatment in resource-limited settings,0
4650,X. Wang and Z. Wu,Factors associated with adherence to antiretroviral therapy among HIV/AIDS patients in rural China,0
4651,"D. Watson-Jones, K. Baisley, H. A. Weiss, C. Tanton, J. Changalucha, D. Everett, T. Chirwa, D. Ross, T. Clayton and R. Hayes",Risk factors for HIV incidence in women participating in an HSV suppressive treatment trial in Tanzania,0
4652,"M. Wawer, R. Gray, N. Sewankambo, D. Serwadda, L. Paxton, S. Berkley, D. McNairn, F. Wabwire-Mangen, C. Li, F. Nalugoda, N. Kiwanuka, T. Lutalo, R. Brookmeyer, R. Kelly and T. Quinn","A randomized, community trial of intensive sexually transmitted disease control for AIDS prevention, Rakai, Uganda",0
4653,"H. A. Weiss, K. E. Dickson, K. Agot and C. A. Hankins",Male circumcision for HIV prevention: current research and programmatic issues,0
4654,"D. Wilkinson, K. Floyd and C. F. Gilks",Antiretroviral drugs as a public health intervention for pregnant HIV-infected women in rural South Africa: an issue of cost-effectiveness and capacity,0
4655,"K. Wools-Kaloustian, S. Kimaiyo, B. Musick, J. Sidle, A. Siika, W. Nyandiko, R. Einterz, W. M. Tierney and C. T. Yiannoutsos",The impact of the President's Emergency Plan for AIDS Relief on expansion of HIV care services for adult patients in western Kenya,0
4656,"E. Wouters, W. Van Damme, D. Van Rensburg and H. Meulemans",Impact of baseline health and community support on antiretroviral treatment outcomes in HIV patients in South Africa,0
4657,"Z. Wu, K. Rou, M. Jia, S. Duan and S. G. Sullivan",The first community-based sexually transmitted disease/HIV intervention trial for female sex workers in China,0
4658,"Z. Y. Wu, M. J. Rotheram-Borus, R. Detels, L. Li, J. Guan, G. J. Liang and L. Yap",Selecting at-risk populations for sexually transmitted disease/HIV intervention studies,0
4659,"Y. Yazdanpanah, E. Losina, X. Anglaret, S. J. Goldie, R. P. Walensky, M. C. Weinstein, S. Toure, H. E. Smith, J. E. Kaplan and K. A. Freedberg",Clinical impact and cost-effectiveness of cotrimoxazole prophylaxis in patients with HIV/AIDS in Cote d'Ivoire: A trial-based analysis,0
4660,"Y. Yazdanpanah, E. Losina, X. Anglaret, S. J. Goldie, R. P. Walensky, M. C. Weinstein, S. Toure, H. E. Smith, J. E. Kaplan, K. A. Freedberg and A. P. M. I. for the Global",Clinical impact and cost-effectiveness of co-trimoxazole prophylaxis in patients with HIV/AIDS in Cote d'Ivoire: a trial-based analysis,0
4661,"M. S. Youle, B. G. Gazzard, M. A. Johnson, D. A. Cooper, J. F. Hoy, H. Busch, B. Ruf, P. D. Griffiths, S. L. Stephenson, M. Dancox and A. R. Bell","Effects of high-dose oral acyclovir on herpesvirus disease and survival in patients with advanced HIV disease: A double-blind, placebo-controlled study",0
4662,"M. S. Youle, B. G. Gazzard, M. A. Johnson, D. A. Cooper, J. F. Hoy, H. Busch, B. Ruf, P. D. Griffiths, S. L. Stephenson, M. Dancox and et al.","Effects of high-dose oral acyclovir on herpesvirus disease and survival in patients with advanced HIV disease: a double-blind, placebo-controlled study. European-Australian Acyclovir Study Group.[Erratum appears in AIDS 1994 Jun;8(6):following 859]",0
4663,"R. Zachariah, M. P. Spielmann, C. Chinji, P. Gomani and V. Arendt","Voluntary counselling, HIV testing and adjunctive cotrimoxazole reduces mortality in tuberculosis patients in Thyolo, Malawi",0
4664,"D. D. Diallo, T. W. Moore, P. M. Ngalame, L. D. White, J. H. Herbst and T. M. Painter",Efficacy of a single-session HIV prevention intervention for black women: a group randomized controlled trial,0
4665,"A. J. Mason-Jones, C. Mathews and A. J. Flisher",Can peer education make a difference? Evaluation of a South African adolescent peer education program to promote sexual and reproductive health,0
4666,"C. L. Mattson, R. T. Campbell, G. Karabatsos, K. Agot, J. O. Ndinya-Achola, S. Moses and R. C. Bailey","Scaling sexual behavior or ""sexual risk propensity"" among men at risk for HIV in Kisumu, Kenya.[Erratum appears in AIDS Behav. 2010 Feb;14(1):173]",0
4667,"E. T. Montgomery, H. Cheng, A. van der Straten, A. C. Chidanyika, N. Lince, K. Blanchard, G. Ramjee, B. Nkala and N. S. Padian",Acceptability and use of the diaphragm and Replens lubricant gel for HIV prevention in Southern Africa,0
4668,"J. A. Schneider, D. Kondareddy, S. Gandham and A. M. Dude",Using digital communication technology fails to improve longitudinal evaluation of an HIV prevention program aimed at Indian truck drivers and cleaners,0
4669,"A. Ssali, L. M. Butler, D. Kabatesi, R. King, A. Namugenyi, M. R. Kamya, J. Mandel, S. Y. Chen and W. McFarland","Traditional healers for HIV/AIDS prevention and family planning, Kiboga District, Uganda: evaluation of a program to improve practices",0
4670,"H. C. Bucher, L. E. Griffith, G. H. Guyatt, P. Sudre, M. Naef, P. Sendi and M. Battegay",Isoniazid prophylaxis for tuberculosis in HIV infection: a meta-analysis of randomized controlled trials,0
4671,"F. Dabis, L. Bequet, D. K. Ekouevi, I. Viho, F. Rouet, A. Horo, C. Sakarovitch, R. Becquet, P. Fassinou and L. Dequae-Merchadou","Field efficacy of zidovudine, lamivudine and single-dose nevirapine to prevent peripartum HIV transmission",0
4672,J. A. Salomon and D. R. Hogan,Evaluating the impact of antiretroviral therapy on HIV transmission,0
4673,S. Cleary and A. Boulle,Real costs and efficiency of a public sector anti-retroviral project - preliminary findings,0
4674,P. Connelly,The cost of treating HIV / AIDS with anti-retrovirals in South Africa,0
4675,E. Darkoh,Challenges and insights from Botswana's national anti-retroviral programme,0
4676,R. Hayes,Improved STD treatment: a message of hope. Special report: Tanzania,0
4677,B. Mason,"SA's workplace programmes still poor, study finds",0
4678,"K. M. Andersson, D. K. Owens and A. D. Paltiel",Scaling Up Circumcision Programs in Southern Africa: The Potential Impact of Gender Disparities and Changes in Condom Use Behaviors on Heterosexual HIV Transmission,0
4679,"J. Byakika-Tusiime, J. Crane, J. H. Oyugi, K. Ragland, A. Kawuma, P. Musoke and D. R. Bangsberg",Longitudinal antiretroviral adherence in HIV+ Ugandan parents and their children initiating HAART in the MTCT-plus family treatment model: Role of depression in declining adherence over time,0
4680,"X. Chen, S. Lunn, L. Deveaux, X. Li, N. Brathwaite, L. Cottrell and B. Stanton",A cluster randomized controlled trial of an adolescent HIV prevention program among Bahamian youth: effect at 12 months post-intervention,0
4681,"Y. Chen, C. Latkin, D. D. Celentano, X. Yang, X. Li, G. Xia, J. Miao and P. J. Surkan","Delineating interpersonal communication networks: A study of the diffusion of an intervention among female entertainment workers in Shanghai, China",0
4682,"C. Chiao, D. E. Morisky, K. Ksobiech and R. M. Malow",Promoting HIV Testing and Condom Use Among Filipina Commercial Sex Workers: Findings from a Quasi-Experimental Intervention Study,0
4683,"T. S. Clark, G. K. Friedrich, M. Ndlovu, T. B. Neilands and W. McFarland","An adolescent-targeted HIV prevention project using African professional soccer players as role models and educators in Bulawayo, Zimbabwe",0
4684,"T. M. Exner, J. M. Tesoriero, H. B. Battles, S. Hoffman, J. E. Mantell, J. Correale, J. Adams-Skinner, D. A. Shapiro, K. Rowe, R. A. Cotroneo, C. S. Leu, J. Hunter and S. J. Klein",A Randomized Controlled Trial to Evaluate a Structural Intervention to Promote the Female Condom in New York State,0
4685,M. Ghebremichael and E. Paintsil,High risk behaviors and sexually transmitted infections among men in Tanzania,0
4686,"T. M. Hammett, R. Kling, N. T. H. Van, D. H. Son, K. T. Binh and K. T. H. Oanh","HIV prevention interventions for female sexual partners of injection drug users in Hanoi, Vietnam: 24-month evaluation results",0
4687,"J. Harris, M. Pillinger, D. Fromstein, B. Gomez, I. Garris, P. A. Kanetsky, P. Tebas and R. Gross",Risk Factors for Medication Non-Adherence in an HIV Infected Population in the Dominican Republic,0
4688,"G. A. Heeren, J. B. Jemmott, A. Mandeya and J. C. Tyler","Sub-Saharan African University Students' Beliefs about Condoms, Condom-use Intention, and Subsequent Condom Use: A Prospective Study",0
4689,"A. Herman-Roloff, R. C. Bailey and K. Agot","Factors associated with the early resumption of sexual activity following medical male circumcision in Nyanza province, Kenya",0
4690,"H. Hops, T. J. Ozechowski, H. B. Waldron, B. Davis, C. W. Turner, J. L. Brody and M. Barrera",Adolescent health-risk sexual behaviors: Effects of a drug abuse intervention,0
4691,"T. B. Huedo-Medina, M. H. Boynton, M. R. Warren, J. M. LaCroix, M. P. Carey and B. T. Johnson","Efficacy of HIV prevention interventions in Latin American and Caribbean Nations, 1995-2008: A meta-analysis",0
4692,"M. C. Kamenga, M. D. Sweat, I. De Zoysa, G. Dallabetta and T. J. Coates",The voluntary HIV-1 counseling and testing efficacy study: design and methods,0
4693,"J. J. Kinsler, W. E. Cunningham, C. R. Nurena, C. Nadjat-Haiem, B. Grinsztejn, M. Casapia, O. Montoya-Herrera, J. Sanchez and J. T. Galea",Using conjoint analysis to measure the acceptability of rectal microbicides among men who have sex with men in four South American cities,0
4694,"C. Latkin, M. R. Weeks, L. Glasman, C. Galletly and D. Albarracin",A Dynamic Social Systems Model for Considering Structural Factors in HIV Prevention and Detection,0
4695,"C. Mattson, R. T. Campbell, G. Karabatsos, K. Agot, J. Ndinya-Achola, S. Moses and R. C. Bailey","Scaling sexual behavior or ""sexual risk propensity"" among men at risk for HIV in Kisumu, Kenya",0
4696,"C. Mattson, R. T. Campbell, G. Karabatsos, K. Agot, J. Ndinya-Achola, S. Moses and R. C. Bailey","Scaling sexual behavior or ""sexual risk propensity"" among men at risk for HIV in Kisumu, Kenya: Erratum",0
4697,"E. T. Montgomery, H. Cheng, A. van der Straten, A. C. Chidanyika, N. Lince, K. Blanchard, G. Ramjee, B. Nkala, N. S. Padian and M. Team",Acceptability and Use of the Diaphragm and Replens(A (R)) Lubricant Gel for HIV Prevention in Southern Africa,0
4698,"M. Munoz, J. Bayona, E. Sanchez, J. Arevalo, J. L. Sebastian, F. Arteaga, D. Guerra, J. Zeladita, B. Espiritu, M. Wong, A. Caldas and S. Shin",Matching social support to individual needs: A community-based intervention to improve HIV treatment adherence in a resource-poor setting,0
4699,"W. O. Odek, J. Busza, C. N. Morris, J. Cleland, E. N. Ngugi and A. G. Ferguson",Effects of micro-enterprise services on HIV risk behaviour among female sex workers in Kenya's urban slums,0
4700,"K. N. O'Laughlin, M. A. Wyatt, S. Kaaya, D. R. Bangsberg and N. C. Ware",How treatment partners help: Social analysis of an African adherence support intervention,0
4701,"G. Ramjee, H. Wand, C. Whitaker, S. McCormack, N. Padian, C. Kelly and A. Nunn","HIV Incidence Among Non-Pregnant Women Living in Selected Rural, Semi-Rural and Urban Areas in Kwazulu-Natal, South Africa",0
4702,"M. Sampaio, C. Brites, R. Stall, E. S. Hudes and N. Hearst","Reducing AIDS risk among men who have sex with men in Salvador, Brazil",0
4703,"K. J. Sikkema, S. A. Neufeld, N. B. Hansen, R. Mohlahlane, M. J. Van Rensburg, M. H. Watt, A. M. Fox and M. Crewe",Integrating HIV Prevention into Services for Abused Women in South Africa,0
4704,"C. E. Sterk, H. Klein and K. W. Elifson",Perceived condom use self-efficacy among at-risk women,0
4705,"Z. X. Wang, J. T. F. Lau and J. Gu",Acceptability of Circumcision Among Clients of Female Sex Worker in Hong Kong,0
4706,"M. Opuni, S. Bertozzi, L. Fernald, J.-P. Gutierrez, L. DeMaria, K. Morrison and S. Noriega",Randomized Trials of HIV Prevention Interventions in Developing Countries,0
4707,J. B. Rutayuga,East Africa: AIDS orphans,0
4708,G. Wood,Improving the quality of counselling through the standardisation of counsellor training,0
4709,M. Adato and L. Bassett,"Social protection to support vulnerable children and families: the potential of cash transfers to protect education, health and nutrition",0
4710,"C. Apinundecha, W. Laohasiriwong, M. Cameron and S. Lim","A community participation intervention to reduce HIV/AIDs stigma, Nakhon Ratchasima province, northeast Thailand",0
4711,E. L. Aveling,The impact of aid chains: relations of dependence or supportive partnerships for community-led responses to HIV/AIDS?,0
4712,"A. Azcoaga-Lorenzo, C. Ferreyra, A. Alvarez, P. Palma, E. Velilla and J. del Amo",Effectiveness of a PMTCT programme in rural Western Kenya,0
4713,"E. J. Barzilay, T. S. Aghoghovbia, E. M. Blanton, A. A. Akinpelumi, M. E. Coldiron, O. Akinfolayan, O. A. Adeleye, A. LaTrielle, R. M. Hoekstra, U. Gilpin and R. Quick","Diarrhea prevention in people living with HIV: An evaluation of a point-of-use water quality intervention in Lagos, Nigeria",0
4714,J. Busza and S. Baker,Protection and participation: an interactive program introducing the female condom to migrant sex workers in Cambodia,0
4715,C. Chiao and V. Mishra,Trends in primary and secondary abstinence among Kenyan youth,0
4716,M. Chileshe and V. A. Bond,Barriers and outcomes: TB patients co-infected with HIV accessing antiretroviral therapy in rural Zambia,0
4717,A. H. Creel and R. N. Rimal,Factors related to HIV-testing behavior and interest in testing in Namibia,0
4718,"W. Delva, K. Michielsen, B. Meulders, S. Groeninck, E. Wasonga, P. Ajwang, M. Temmerman and B. Vanreusel",HIV prevention through sport: the case of the Mathare Youth Sport Association in Kenya,0
4719,"W. Delva, L. Mutunga, A. Quaghebeur and M. Temmerman","Quality and quantity of antenatal HIV counselling in a PMTCT programme in Mombasa, Kenya",0
4720,"C. Diiorio, F. McCarty, K. Resnicow, M. Holstad, J. Soet, K. Yeager, S. Sharma, D. Morisky and B. Lundberg",Using motivational interviewing to promote adherence to antiretroviral medications: A randomized controlled study,0
4721,"Y. Ding, L. Li and G. Ji",HIV disclosure in rural China: predictors and relationship to access to care,0
4722,"A. Eicher, N. Crofts, S. Benjamin, P. Deutschmann and A. J. Rodger","A certain fate: Spread of HIV among young injecting drug users in Manipur, North-East India",0
4723,"D. Futterman, J. Shea, M. Besser, S. Stafford, K. Desmond, W. Comulada and E. Greco",Mamekhaya: A pilot study combining a cognitive-behavioral intervention and mentor mothers with PMTCT services in South Africa,0
4724,J. Hanefeld,The impact of Global Health Initiatives at national and sub-national level - a policy analysis of their role in implementation processes of antiretroviral treatment (ART) roll-out in Zambia and South Africa,0
4725,"N. Hilburn, J. Potterton, A. Stewart and P. Becker",The development of a screening tool to evaluate gross motor function in HIV-infected infants,0
4726,"P. S. Hill, A. Tynan, G. Law, J. Millan, K. Browne, J. Sauk, M. Kupul, A. Kelly, P. Siba, J. Kaldor, A. Vallely, A. Male Circumcision and S. Impact",A typology of penile cutting in Papua New Guinea: results of a modified Delphi study among sexual health specialists,0
4727,"Y. Hong, A. Poon and C. Zhang",HIV/STI prevention interventions targeting FSWs in China: a systematic literature review,0
4728,"J. O. Igumbor, E. Scheepers, R. Ebrahim, A. Jason and A. Grimwood",An evaluation of the impact of a community-based adherence support programme on ART outcomes in selected government HIV treatment sites in South Africa,0
4729,"K. J, H. S, K.-K. J, K. E, M. S and W. J","Implementation of a comprehensive AIDS education programme for schools in Masaka District, Uganda",0
4730,"H. N. Kamiru, M. W. Ross, L. K. Bartholomew, S. A. McCurdy and M. W. Kline",Effectiveness of a training program to increase the capacity of health care providers to provide HIV/AIDS care and treatment in Swaziland,0
4731,"J. A. Kaufman, W. Zeng, L. Wang and Y. Zhang",Community-based mental health counseling for children orphaned by AIDS in China,0
4732,"Z. Kaufman, R. Welsch, J. Erickson, S. Craig, L. Adams and D. Ross",Effectiveness of a sports-based HIV prevention intervention in the Dominican Republic: A quasi-experimental study,0
4733,K. J. Kelly and K. Birdsall,The effects of national and international HIV/AIDS funding and governance mechanisms on the development of civil-society responses to HIV/AIDS in East and Southern Africa,0
4734,"J. D. Klausner, D. K. Levine and C. K. Kent",Internet-based site-specific interventions for syphilis prevention among gay and bisexual men,0
4735,"A. A. Krabbendam, B. Kuijper, I. N. Wolffers and R. Drew",The impact of counselling on HIV-infected women in Zimbabwe,0
4736,"L. Kuhn, M. Steinberg and C. Mathews",Participation of the school community in AIDS education: An evaluation of a high school programme in South Africa,0
4737,"S. Kunutsor, J. Walley, S. Muchuro, E. Katabira, H. Balidawa, E. Namagala and E. Ikoona",Improving adherence to antiretroviral therapy in sub-Saharan African HIV-positive populations: An enhanced adherence package,0
4738,"J. T. Lau, J. Zhang, H. Yan, C. Lin, K. C. Choi, Z. Wang, C. Hao, X. Huan and H. Yang",Acceptability of circumcision as a means of HIV prevention among men who have sex with men in China,0
4739,"S. Liao, M. R. Weeks, Y. Wang, F. Li, J. Jiang, J. Li, X. Zeng, B. He and J. Dunn",Female condom use in the rural sex industry in China: Analysis of users and non-users at post-intervention surveys,0
4740,"R. Loewenson, J. Hadingham and A. Whiteside","Household impacts of AIDS: Using a life course approach to identify effective, poverty-reducing interventions for prevention, treatment and care",0
4741,D. Maqutu and T. Zewotir,Optimal HAART adherence over time and time interval between successive visits: their association and determinants,0
4742,"T. C. Mast, G. Kigozi, F. Wabwire-Mangen, N. Sewankambo and D. Serwadda","Immunisation coverage among children born to HIV-infected women in Rakai district, Uganda: effect of voluntary testing and counselling (VCT)",0
4743,"G. Mshana, M. Wambura, J. Mwanga, J. Mosha, F. Mosha and J. Changalucha",Traditional male circumcision practices among the Kurya of North-eastern Tanzania and implications for national programmes,0
4744,"B. Nyanzi-Wakholi, A. M. Lara, P. Munderi and C. Gilks",The charms and challenges of antiretroviral therapy in Uganda: the DART experience,0
4745,"A. Obasi, B. Cleophas, D. Ross, K. Chima, G. Mmassy, A. Gavyole, M. Plummer, M. Makokha, B. Mujaya, J. Todd, D. Wight, H. Grosskurth, D. Mabey and R. Hayes","Rationale and design of the MEMA kwa Vijana adolescent sexual and reproductive health intervention in Mwanza Region, Tanzania",0
4746,"S. Pallikadavath, C. Sreedharan and R. W. Stones",Sources of AIDS awareness among women in India,0
4747,"M. Panditrao, S. Darak, V. Kulkarni, S. Kulkarni and R. Parchure","Socio-demographic factors associated with loss to follow-up of HIV-infected women attending a private sector PMTCT program in Maharashtra, India",0
4748,"S. Pick, J. Reyes, M. Alvarez, S. Cohen, J. Craige, A. Troya and et al.",AIDS prevention training for pharmacy workers in Mexico City,0
4749,"C. M. Pirkle, V. K. Nguyen, S. Ag Aboubacrine, M. Cisse and M. V. Zunzunegui","Socio-demographic correlates of late treatment initiation in a cohort of patients starting antiretroviral treatment in Mali, West Africa",0
4750,"M. Plummer, D. Watson-Jones, S. Lees, K. Baisley, S. Matari, J. Changalucha, T. Clayton, K. Mugeye, C. Tanton, H. Weiss, D. Ross and R. Hayes",A qualitative study of participant adherence in a randomized controlled trial of herpes suppressive therapy for HIV prevention in Tanzania,0
4751,"P. Pronyk, J. Kim, M. Makhubele, J. Hargreaves, R. Mohlala and H. Hausler",Introduction of voluntary counselling and rapid testing for HIV in rural South Africa: From theory to practice,0
4752,"T. Roopnaraine, R. Rawat, F. Babirye, R. Ochai and S. Kadiyala",The group in integrated HIV and livelihoods programming: Opportunity or challenge?,0
4753,D. Schopper and J. Walley,Care for AIDS patients in developing countries: a review,0
4754,"B. Scott, H. Weiss and J. Viljoen","The acceptability of male circumcision as an HIV intervention among a rural Zulu population, KwaZulu-Natal, South Africa",0
4755,"C. Shagi, A. Vallely, S. Kasindi, B. Chiduo, N. Desmond, S. Soteli, N. Kavit, L. Vallely, S. Lees, R. Hayes and D. Ross",A model for community representation and participation in HIV prevention trials among women who engage in transactional sex in Africa,0
4756,"D. Shapiro, D. Meekers and B. Tambashe","Exposure to the ""SIDA dans la Cite"" AIDS prevention television series in Cote d'Ivoire, sexual risk behaviour and condom use",0
4757,"C. Sipan, M. F. Hovell, E. Blumberg, S. Hinrichsen and et al.",Regional training in AIDS prevention for health and behavioural science leaders in North-Eastern Brazil,0
4758,"D. Skinner, C. A. Metcalf, J. R. Seager, J. S. de Swardt and J. A. Laubscher",An evaluation of an education programme on HIV infection using puppetry and street theatre,0
4759,"E. Solomon, F. Visnegarwala, P. Philip and G. Alexander",Predictors of HIV positivity among pregnant women presenting for obstetric care in South India - a case-control study,0
4760,"R. Stephenson, E. Shutes, S. McKenna, S. Allen and I. Brill","The impact of project closure on HIV incidence and mortality in a cohort of couples in Lusaka, Zambia",0
4761,"F. Steyn, H. Schneider, M. C. Engelbrecht, E. J. van Rensburg-Bonthuyzen, N. Jacobs and D. H. van Rensburg","Scaling up access to antiretroviral drugs in a middle-income country: public sector drug delivery in the Free State, South Africa",0
4762,"B. A. Stubbs, M. A. Micek, J. T. Pfeiffer, P. Montoya and S. Gloyd",Treatment partners and adherence to HAART in Central Mozambique,0
4763,"V. V. Tam, A. Pharris, A. Thorson, T. Alfven and M. Larsson","It is not that I forget, it's just that I don't want other people to know: barriers to and strategies for adherence to antiretroviral therapy among HIV patients in Northern Vietnam",0
4764,N. Thabethe,Community home-based care - a cost-effective model of care: who benefits?,0
4765,"T. R. Thurman, L. Haas, A. Dushimimana, B. Lavin and N. Mock",Evaluation of a case management program for HIV clients in Rwanda,0
4766,"T. R. Thurman, B. Jarabi and J. Rice",Caring for the caregiver: evaluation of support groups for guardians of orphans and vulnerable children in Kenya,0
4767,"B. X. Tran, A. Ohinmaa, A. T. Duong, N. T. Do, L. T. Nguyen, S. Mills, S. Houston and P. Jacobs",Cost-effectiveness of methadone maintenance treatment for HIV-positive drug users in Vietnam,0
4768,S. Wang and D. Keats,Developing an innovative cross-cultural strategy to promote HIV / AIDS prevention in different ethnic cultural groups of China,0
4769,"E. Waters, E. Stringer, B. Mugisa, S. Temba, K. Bowa and D. Linyama","Acceptability of neonatal male circumcision in Lusaka, Zambia",0
4770,W. C. W. Wong and T. S. K. Kong,To determine factors in an initiation of a same-sex relationship in rural China: using ethnographic decision model,0
4771,"E. Wouters, F. Van Loon, D. Van Rensburg and H. Meulemans","State of the ART: clinical efficacy and improved quality of life in the public antiretroviral therapy program, Free State province, South Africa",0
4772,"C. E. Zelaya, S. Sivaram, S. C. Johnson, A. K. Srikrishnan, S. Suniti and D. D. Celentano","Measurement of self, experienced, and perceived HIV/AIDS stigma using parallel scales in Chennai, India",0
4773,"K. Hansen, G. Woelk, H. Jackson, R. Kerkhoven, N. Manjonjori, P. Maramba, J. Mutambirwa, E. Ndimande and E. Vera",The cost of home-based care for HIV/AIDS patients in Zimbabwe,0
4774,"L. Li, C. Lin, Z. Wu, S. Wu, M. J. Rotheram-Borus, R. Detels and M. Jia",Stigmatization and shame: Consequences of caring for HIV/AIDS patients in China,0
4775,"Y. Wen, D. Zhao, Z. Dou, Y. Ma, Y. Zhao, L. Lu, W. Liu, H. Zhu and F. Zhang",Some patient-related factors associated with late access to ART in China's free ART program,0
4776,"M. C. Were, J. M. Sutherland, M. Bwana, J. Ssali, N. Emenyonu and W. M. Tierney","Patterns of care in two HIV continuity clinics in Uganda, Africa: A time-motion study",0
4777,"G. Workneh, L. Scherzer, B. Kirk, H. R. Draper, G. Anabwani, R. S. Wanless, H. Jibril, N. Gaetsewe, B. Thuto and M. A. Tolle",Evaluation of the effectiveness of an outreach clinical mentoring programme in support of paediatric HIV care scale-up in Botswana,0
4778,N. Andersson and A. Cockcroft,"Male circumcision, attitudes to HIV prevention and HIV status: a cross-sectional study in Botswana, Namibia and Swaziland",0
4779,"S. Bakeera-Kitaka, N. Nabukeera-Barungi, C. Nostlinger, K. Addy and R. Colebunders",Sexual risk reduction needs of adolescents living with HIV in a clinical care setting,0
4780,A. Gibbs,Understandings of gender and HIV in the South African media,0
4781,"J. B. Jemmott, G. A. Heeren, Z. Ngwane, N. Hewitt, L. S. Jemmott, R. Shell and A. O'Leary",Theory of planned behaviour predictors of intention to use condoms among Xhosa adolescents in South African,0
4782,"S. Klis, K. Velding, Y. Gidron and K. Peterson",Posttraumatic stress and depressive symptoms among people living with HIV in the Gambia,0
4783,C. Kuo and D. Operario,Health of adults caring for orphaned children in an HIV-endemic community in South Africa,0
